tracker,class_name,duration_frames,num_hits,max_confidence
bytetrack,Pothole,1,1,0.7098
bytetrack,Pothole,1,1,0.2718
bytetrack,Longitudinal Crack,1,1,0.2805
bytetrack,Longitudinal Crack,1,1,0.5738
bytetrack,Transverse Crack,1,1,0.3251
bytetrack,Pothole,1,1,0.2862
bytetrack,Transverse Crack,1,1,0.2739
bytetrack,Longitudinal Crack,1,1,0.2666
bytetrack,Longitudinal Crack,1,1,0.3454
bytetrack,Longitudinal Crack,1,1,0.6029
bytetrack,Pothole,1,1,0.4681
bytetrack,Longitudinal Crack,1,1,0.3555
bytetrack,Alligator Crack,1,1,0.447
bytetrack,Pothole,1,1,0.4183
bytetrack,Pothole,1,1,0.2883
bytetrack,Pothole,1,1,0.284
bytetrack,Longitudinal Crack,1,1,0.2643
bytetrack,Pothole,1,1,0.2518
bytetrack,Longitudinal Crack,1,1,0.3025
bytetrack,Longitudinal Crack,1,1,0.2859
bytetrack,Longitudinal Crack,1,1,0.3845
bytetrack,Pothole,1,1,0.5066
bytetrack,Pothole,1,1,0.4378
bytetrack,Longitudinal Crack,1,1,0.5393
bytetrack,Longitudinal Crack,1,1,0.4022
bytetrack,Longitudinal Crack,1,1,0.6044
bytetrack,Longitudinal Crack,1,1,0.7225
bytetrack,Longitudinal Crack,1,1,0.3538
bytetrack,Longitudinal Crack,2,2,0.7104
bytetrack,Longitudinal Crack,1,1,0.2661
bytetrack,Longitudinal Crack,1,1,0.5562
bytetrack,Longitudinal Crack,1,1,0.2616
bytetrack,Pothole,1,1,0.3629
bytetrack,Longitudinal Crack,1,1,0.2572
bytetrack,Longitudinal Crack,1,1,0.2568
bytetrack,Transverse Crack,1,1,0.3947
bytetrack,Alligator Crack,1,1,0.4525
bytetrack,Longitudinal Crack,1,1,0.6231
bytetrack,Pothole,1,1,0.2904
bytetrack,Transverse Crack,1,1,0.2632
bytetrack,Pothole,1,1,0.2606
bytetrack,Pothole,1,1,0.3957
bytetrack,Pothole,1,1,0.4161
bytetrack,Pothole,1,1,0.3356
bytetrack,Longitudinal Crack,1,1,0.3195
bytetrack,Pothole,1,1,0.3942
bytetrack,Longitudinal Crack,1,1,0.2962
bytetrack,Longitudinal Crack,1,1,0.2652
bytetrack,Longitudinal Crack,1,1,0.5091
bytetrack,Longitudinal Crack,1,1,0.7148
bytetrack,Longitudinal Crack,1,1,0.3421
bytetrack,Pothole,1,1,0.3221
bytetrack,Pothole,8,6,0.7656
bytetrack,Alligator Crack,4,3,0.7359
bytetrack,Alligator Crack,1,1,0.2727
bytetrack,Pothole,1,1,0.2734
bytetrack,Pothole,1,1,0.6293
bytetrack,Pothole,1,1,0.459
bytetrack,Pothole,1,1,0.2856
bytetrack,Pothole,1,1,0.2723
bytetrack,Pothole,1,1,0.7161
bytetrack,Longitudinal Crack,1,1,0.53
bytetrack,Transverse Crack,1,1,0.283
bytetrack,Pothole,1,1,0.2663
bytetrack,Longitudinal Crack,1,1,0.3915
bytetrack,Pothole,1,1,0.2786
bytetrack,Longitudinal Crack,1,1,0.3197
bytetrack,Pothole,1,1,0.5341
bytetrack,Pothole,1,1,0.488
bytetrack,Pothole,1,1,0.4267
bytetrack,Pothole,1,1,0.2892
bytetrack,Pothole,1,1,0.3019
bytetrack,Pothole,1,1,0.2873
bytetrack,Pothole,1,1,0.2842
bytetrack,Pothole,1,1,0.4302
bytetrack,Transverse Crack,1,1,0.2781
bytetrack,Pothole,1,1,0.3957
bytetrack,Pothole,1,1,0.5599
bytetrack,Transverse Crack,1,1,0.3901
bytetrack,Pothole,1,1,0.4427
bytetrack,Transverse Crack,1,1,0.4807
bytetrack,Alligator Crack,1,1,0.2702
bytetrack,Pothole,1,1,0.517
bytetrack,Pothole,1,1,0.4578
bytetrack,Pothole,1,1,0.2828
bytetrack,Pothole,1,1,0.3118
bytetrack,Pothole,1,1,0.4538
bytetrack,Longitudinal Crack,1,1,0.3222
bytetrack,Transverse Crack,1,1,0.3075
bytetrack,Longitudinal Crack,1,1,0.2634
bytetrack,Pothole,1,1,0.5186
bytetrack,Longitudinal Crack,1,1,0.2814
bytetrack,Pothole,1,1,0.3613
bytetrack,Pothole,1,1,0.3003
bytetrack,Longitudinal Crack,1,1,0.3666
bytetrack,Pothole,1,1,0.5141
bytetrack,Pothole,2,2,0.7478
bytetrack,Pothole,1,1,0.2843
bytetrack,Pothole,1,1,0.5608
bytetrack,Pothole,1,1,0.4803
bytetrack,Pothole,1,1,0.3808
bytetrack,Transverse Crack,1,1,0.3321
bytetrack,Pothole,1,1,0.5539
bytetrack,Longitudinal Crack,1,1,0.3608
bytetrack,Pothole,1,1,0.4999
bytetrack,Pothole,1,1,0.6095
bytetrack,Pothole,3,3,0.7642
bytetrack,Pothole,1,1,0.2717
bytetrack,Transverse Crack,1,1,0.3273
bytetrack,Pothole,1,1,0.4193
bytetrack,Longitudinal Crack,1,1,0.3169
bytetrack,Pothole,1,1,0.3414
bytetrack,Pothole,2,2,0.4715
bytetrack,Pothole,1,1,0.4429
bytetrack,Pothole,46,2,0.737
bytetrack,Pothole,1,1,0.2618
bytetrack,Pothole,1,1,0.3904
bytetrack,Pothole,1,1,0.5714
bytetrack,Pothole,1,1,0.2961
bytetrack,Longitudinal Crack,1,1,0.3009
bytetrack,Longitudinal Crack,1,1,0.5463
bytetrack,Longitudinal Crack,1,1,0.5855
bytetrack,Longitudinal Crack,1,1,0.2507
bytetrack,Pothole,1,1,0.3835
bytetrack,Longitudinal Crack,1,1,0.7515
bytetrack,Longitudinal Crack,1,1,0.2727
bytetrack,Longitudinal Crack,1,1,0.5205
bytetrack,Longitudinal Crack,1,1,0.576
bytetrack,Longitudinal Crack,1,1,0.3455
bytetrack,Longitudinal Crack,1,1,0.3993
bytetrack,Longitudinal Crack,1,1,0.3858
bytetrack,Alligator Crack,1,1,0.3221
bytetrack,Pothole,1,1,0.4781
bytetrack,Pothole,1,1,0.2655
bytetrack,Transverse Crack,1,1,0.2935
bytetrack,Pothole,1,1,0.4173
bytetrack,Pothole,1,1,0.2849
bytetrack,Longitudinal Crack,1,1,0.2793
bytetrack,Longitudinal Crack,1,1,0.2511
bytetrack,Pothole,1,1,0.2514
bytetrack,Longitudinal Crack,1,1,0.2795
bytetrack,Pothole,1,1,0.2724
bytetrack,Longitudinal Crack,1,1,0.3995
bytetrack,Pothole,1,1,0.6091
bytetrack,Pothole,1,1,0.5846
bytetrack,Pothole,1,1,0.6271
bytetrack,Longitudinal Crack,1,1,0.3624
bytetrack,Transverse Crack,1,1,0.3047
bytetrack,Transverse Crack,1,1,0.2747
bytetrack,Longitudinal Crack,1,1,0.6375
bytetrack,Longitudinal Crack,1,1,0.3625
bytetrack,Longitudinal Crack,1,1,0.7923
bytetrack,Longitudinal Crack,1,1,0.5385
bytetrack,Longitudinal Crack,1,1,0.3068
bytetrack,Pothole,1,1,0.2889
bytetrack,Pothole,1,1,0.547
bytetrack,Pothole,1,1,0.3235
bytetrack,Longitudinal Crack,1,1,0.3586
bytetrack,Pothole,1,1,0.3137
bytetrack,Pothole,1,1,0.3575
bytetrack,Pothole,1,1,0.4347
bytetrack,Pothole,1,1,0.35
bytetrack,Pothole,1,1,0.354
bytetrack,Longitudinal Crack,1,1,0.5503
bytetrack,Pothole,1,1,0.4702
bytetrack,Pothole,1,1,0.2994
bytetrack,Pothole,1,1,0.3385
bytetrack,Pothole,1,1,0.3375
bytetrack,Pothole,1,1,0.5966
bytetrack,Pothole,1,1,0.2936
bytetrack,Longitudinal Crack,1,1,0.3044
bytetrack,Transverse Crack,1,1,0.2726
bytetrack,Pothole,1,1,0.2715
bytetrack,Pothole,1,1,0.301
bytetrack,Pothole,1,1,0.2722
bytetrack,Longitudinal Crack,1,1,0.487
bytetrack,Longitudinal Crack,1,1,0.2713
bytetrack,Pothole,1,1,0.2664
bytetrack,Pothole,1,1,0.488
bytetrack,Pothole,1,1,0.2632
bytetrack,Pothole,1,1,0.5205
bytetrack,Alligator Crack,1,1,0.2506
bytetrack,Longitudinal Crack,1,1,0.2896
bytetrack,Pothole,1,1,0.4994
bytetrack,Pothole,1,1,0.3458
bytetrack,Pothole,1,1,0.319
bytetrack,Pothole,1,1,0.4113
bytetrack,Pothole,1,1,0.3813
bytetrack,Pothole,1,1,0.2648
bytetrack,Pothole,1,1,0.5167
bytetrack,Pothole,1,1,0.328
bytetrack,Longitudinal Crack,1,1,0.4771
bytetrack,Longitudinal Crack,1,1,0.2727
bytetrack,Pothole,1,1,0.3046
bytetrack,Longitudinal Crack,1,1,0.3008
bytetrack,Longitudinal Crack,1,1,0.286
bytetrack,Pothole,1,1,0.3236
bytetrack,Pothole,1,1,0.4835
bytetrack,Pothole,1,1,0.3723
bytetrack,Alligator Crack,1,1,0.3223
bytetrack,Pothole,1,1,0.3187
bytetrack,Pothole,1,1,0.3193
bytetrack,Pothole,1,1,0.5178
bytetrack,Pothole,1,1,0.5194
bytetrack,Alligator Crack,1,1,0.3772
bytetrack,Alligator Crack,1,1,0.2564
bytetrack,Longitudinal Crack,1,1,0.5387
bytetrack,Pothole,1,1,0.3821
bytetrack,Pothole,1,1,0.5086
bytetrack,Longitudinal Crack,1,1,0.2891
bytetrack,Longitudinal Crack,1,1,0.3516
bytetrack,Longitudinal Crack,1,1,0.5041
bytetrack,Pothole,1,1,0.7433
bytetrack,Pothole,2,2,0.5429
bytetrack,Longitudinal Crack,1,1,0.5541
bytetrack,Longitudinal Crack,1,1,0.4512
bytetrack,Longitudinal Crack,1,1,0.3398
bytetrack,Alligator Crack,1,1,0.3029
bytetrack,Longitudinal Crack,1,1,0.5995
bytetrack,Transverse Crack,1,1,0.3163
bytetrack,Transverse Crack,1,1,0.3953
bytetrack,Pothole,1,1,0.4556
bytetrack,Pothole,1,1,0.2827
bytetrack,Pothole,1,1,0.4604
bytetrack,Pothole,3,3,0.5927
bytetrack,Pothole,1,1,0.7709
bytetrack,Longitudinal Crack,1,1,0.2505
bytetrack,Pothole,1,1,0.2567
bytetrack,Pothole,1,1,0.5489
bytetrack,Pothole,1,1,0.2502
bytetrack,Pothole,1,1,0.4239
bytetrack,Longitudinal Crack,1,1,0.3281
bytetrack,Pothole,1,1,0.5353
bytetrack,Longitudinal Crack,4,4,0.6255
bytetrack,Pothole,1,1,0.3011
bytetrack,Pothole,1,1,0.2797
bytetrack,Pothole,1,1,0.4075
bytetrack,Pothole,1,1,0.5315
bytetrack,Pothole,1,1,0.4451
bytetrack,Pothole,2,2,0.6022
bytetrack,Pothole,1,1,0.3292
bytetrack,Longitudinal Crack,1,1,0.2769
bytetrack,Alligator Crack,1,1,0.3442
bytetrack,Pothole,1,1,0.2688
bytetrack,Alligator Crack,1,1,0.5745
bytetrack,Longitudinal Crack,10,2,0.6252
bytetrack,Longitudinal Crack,1,1,0.4078
bytetrack,Pothole,1,1,0.3058
bytetrack,Longitudinal Crack,1,1,0.2578
bytetrack,Longitudinal Crack,1,1,0.4093
bytetrack,Longitudinal Crack,1,1,0.2638
bytetrack,Pothole,1,1,0.281
bytetrack,Pothole,1,1,0.4039
bytetrack,Longitudinal Crack,1,1,0.6605
bytetrack,Pothole,1,1,0.6763
bytetrack,Pothole,1,1,0.323
bytetrack,Pothole,2,2,0.6661
bytetrack,Pothole,1,1,0.2575
bytetrack,Longitudinal Crack,1,1,0.3719
bytetrack,Longitudinal Crack,1,1,0.6325
bytetrack,Pothole,1,1,0.4793
bytetrack,Longitudinal Crack,1,1,0.5484
bytetrack,Longitudinal Crack,1,1,0.548
bytetrack,Longitudinal Crack,1,1,0.3276
bytetrack,Longitudinal Crack,1,1,0.2743
bytetrack,Longitudinal Crack,1,1,0.5659
bytetrack,Pothole,1,1,0.2765
bytetrack,Pothole,1,1,0.3051
bytetrack,Pothole,1,1,0.2962
bytetrack,Longitudinal Crack,1,1,0.2886
bytetrack,Pothole,1,1,0.4352
bytetrack,Longitudinal Crack,1,1,0.6854
bytetrack,Longitudinal Crack,1,1,0.39
bytetrack,Longitudinal Crack,1,1,0.4092
bytetrack,Longitudinal Crack,1,1,0.2785
bytetrack,Longitudinal Crack,1,1,0.2758
bytetrack,Alligator Crack,1,1,0.434
bytetrack,Pothole,1,1,0.2758
bytetrack,Longitudinal Crack,1,1,0.3418
bytetrack,Longitudinal Crack,1,1,0.2602
bytetrack,Longitudinal Crack,1,1,0.5379
bytetrack,Longitudinal Crack,1,1,0.7409
bytetrack,Alligator Crack,1,1,0.5181
bytetrack,Longitudinal Crack,1,1,0.425
bytetrack,Alligator Crack,11,8,0.6722
bytetrack,Alligator Crack,1,1,0.2785
bytetrack,Pothole,1,1,0.2881
bytetrack,Pothole,6,2,0.5688
bytetrack,Longitudinal Crack,1,1,0.2704
bytetrack,Longitudinal Crack,1,1,0.4623
bytetrack,Longitudinal Crack,1,1,0.3593
bytetrack,Alligator Crack,1,1,0.2678
bytetrack,Pothole,1,1,0.3006
bytetrack,Pothole,1,1,0.2848
bytetrack,Pothole,1,1,0.2643
bytetrack,Pothole,1,1,0.4458
bytetrack,Longitudinal Crack,1,1,0.5106
bytetrack,Pothole,1,1,0.3036
bytetrack,Alligator Crack,26,7,0.6297
bytetrack,Longitudinal Crack,1,1,0.3019
bytetrack,Pothole,1,1,0.6642
bytetrack,Alligator Crack,1,1,0.4026
bytetrack,Longitudinal Crack,1,1,0.317
bytetrack,Longitudinal Crack,1,1,0.4727
bytetrack,Longitudinal Crack,1,1,0.4697
bytetrack,Longitudinal Crack,1,1,0.4535
bytetrack,Longitudinal Crack,1,1,0.6177
bytetrack,Longitudinal Crack,1,1,0.2536
bytetrack,Longitudinal Crack,1,1,0.2591
bytetrack,Longitudinal Crack,1,1,0.4825
bytetrack,Longitudinal Crack,2,2,0.504
bytetrack,Longitudinal Crack,1,1,0.7228
bytetrack,Alligator Crack,1,1,0.2683
bytetrack,Pothole,1,1,0.3193
bytetrack,Longitudinal Crack,1,1,0.2914
bytetrack,Longitudinal Crack,1,1,0.2749
bytetrack,Pothole,1,1,0.4692
bytetrack,Longitudinal Crack,1,1,0.6832
bytetrack,Pothole,1,1,0.5356
bytetrack,Longitudinal Crack,1,1,0.29
bytetrack,Longitudinal Crack,1,1,0.4332
bytetrack,Pothole,1,1,0.5133
bytetrack,Pothole,1,1,0.3232
bytetrack,Longitudinal Crack,1,1,0.2545
bytetrack,Longitudinal Crack,1,1,0.3339
bytetrack,Alligator Crack,1,1,0.4757
bytetrack,Longitudinal Crack,1,1,0.2514
bytetrack,Pothole,1,1,0.2529
bytetrack,Pothole,1,1,0.2619
bytetrack,Longitudinal Crack,1,1,0.3425
bytetrack,Alligator Crack,1,1,0.3583
bytetrack,Alligator Crack,1,1,0.3058
bytetrack,Alligator Crack,1,1,0.4062
bytetrack,Longitudinal Crack,1,1,0.5067
bytetrack,Longitudinal Crack,1,1,0.3988
bytetrack,Longitudinal Crack,1,1,0.2619
bytetrack,Longitudinal Crack,1,1,0.4291
bytetrack,Longitudinal Crack,1,1,0.6495
bytetrack,Longitudinal Crack,1,1,0.7589
bytetrack,Longitudinal Crack,1,1,0.3901
bytetrack,Transverse Crack,1,1,0.2723
bytetrack,Pothole,1,1,0.3629
bytetrack,Longitudinal Crack,1,1,0.5248
bytetrack,Longitudinal Crack,1,1,0.4442
bytetrack,Pothole,1,1,0.2909
bytetrack,Longitudinal Crack,1,1,0.6017
bytetrack,Pothole,7,6,0.8387
bytetrack,Longitudinal Crack,1,1,0.5807
bytetrack,Longitudinal Crack,1,1,0.3333
bytetrack,Alligator Crack,1,1,0.366
bytetrack,Alligator Crack,1,1,0.2917
bytetrack,Pothole,1,1,0.3806
bytetrack,Longitudinal Crack,1,1,0.2714
bytetrack,Longitudinal Crack,1,1,0.508
bytetrack,Longitudinal Crack,1,1,0.6454
bytetrack,Longitudinal Crack,1,1,0.3651
bytetrack,Longitudinal Crack,1,1,0.4118
bytetrack,Transverse Crack,1,1,0.349
bytetrack,Alligator Crack,1,1,0.7655
bytetrack,Alligator Crack,2,2,0.5915
bytetrack,Pothole,2,2,0.4538
bytetrack,Pothole,1,1,0.4328
bytetrack,Alligator Crack,1,1,0.4431
bytetrack,Alligator Crack,1,1,0.4695
bytetrack,Alligator Crack,1,1,0.3505
bytetrack,Alligator Crack,1,1,0.2939
bytetrack,Longitudinal Crack,1,1,0.6485
bytetrack,Longitudinal Crack,1,1,0.7366
bytetrack,Pothole,1,1,0.408
bytetrack,Alligator Crack,1,1,0.2854
bytetrack,Alligator Crack,122,51,0.7411
bytetrack,Pothole,1,1,0.3077
bytetrack,Pothole,98,13,0.7795
bytetrack,Alligator Crack,1,1,0.275
bytetrack,Alligator Crack,1,1,0.3837
bytetrack,Alligator Crack,1,1,0.276
bytetrack,Pothole,1,1,0.2787
bytetrack,Longitudinal Crack,1,1,0.5285
bytetrack,Longitudinal Crack,1,1,0.5092
bytetrack,Longitudinal Crack,1,1,0.43
bytetrack,Pothole,1,1,0.5981
bytetrack,Pothole,1,1,0.7143
bytetrack,Pothole,1,1,0.5201
bytetrack,Pothole,1,1,0.434
bytetrack,Longitudinal Crack,1,1,0.2599
bytetrack,Longitudinal Crack,2,2,0.6249
bytetrack,Pothole,1,1,0.3291
bytetrack,Alligator Crack,1,1,0.3073
bytetrack,Alligator Crack,1,1,0.2949
bytetrack,Alligator Crack,1,1,0.3062
bytetrack,Transverse Crack,1,1,0.2683
bytetrack,Longitudinal Crack,1,1,0.3962
bytetrack,Transverse Crack,1,1,0.2885
bytetrack,Pothole,1,1,0.3555
bytetrack,Pothole,1,1,0.4334
bytetrack,Transverse Crack,1,1,0.2595
bytetrack,Alligator Crack,1,1,0.3407
bytetrack,Pothole,1,1,0.3132
bytetrack,Pothole,1,1,0.2631
bytetrack,Pothole,1,1,0.3294
bytetrack,Pothole,1,1,0.3395
bytetrack,Pothole,1,1,0.5081
bytetrack,Longitudinal Crack,1,1,0.2885
bytetrack,Pothole,1,1,0.4806
bytetrack,Longitudinal Crack,1,1,0.346
bytetrack,Longitudinal Crack,1,1,0.2979
bytetrack,Longitudinal Crack,1,1,0.4543
bytetrack,Pothole,1,1,0.4499
bytetrack,Pothole,1,1,0.4309
bytetrack,Pothole,1,1,0.2632
bytetrack,Pothole,1,1,0.4081
bytetrack,Pothole,1,1,0.5144
bytetrack,Longitudinal Crack,1,1,0.2554
bytetrack,Pothole,1,1,0.2506
bytetrack,Alligator Crack,21,4,0.4923
bytetrack,Pothole,31,7,0.5081
bytetrack,Pothole,1,1,0.4455
bytetrack,Transverse Crack,1,1,0.2695
bytetrack,Longitudinal Crack,1,1,0.277
bytetrack,Longitudinal Crack,1,1,0.2788
bytetrack,Longitudinal Crack,1,1,0.272
bytetrack,Longitudinal Crack,1,1,0.327
bytetrack,Longitudinal Crack,1,1,0.3124
bytetrack,Longitudinal Crack,1,1,0.2752
bytetrack,Longitudinal Crack,1,1,0.5488
bytetrack,Longitudinal Crack,1,1,0.4449
bytetrack,Alligator Crack,1,1,0.259
bytetrack,Longitudinal Crack,1,1,0.5637
bytetrack,Longitudinal Crack,1,1,0.5114
